('AC22517-2022-11-01-4506','A251-6','qxfgCwBRz', 'SU')
('AC04652-2022-11-01-6741','A375-9','BORecFQUKYpmn', 'UB')
('SL22517-2022-11-02-6423','S268-15','jStYwCWrdGJH', 'SL')
('SL04652-2022-11-01-6406','S267-22','PTCWbc', 'UB')
('AC22517-2022-11-01-6512','A362-14','NKFcDVBhxSDocE', 'LB')
('SL04652-2022-11-01-6409','S268-1','pPoWXQSeVtHl', 'LB')
('AC04652-2022-11-02-6523','A363-7','BDxBDjV', 'LB')
('SL22517-2022-11-01-6418','S268-10','DRMIwlTTK', 'MB')
('AC22517-2022-11-01-6517','A363-1','OTRMlFcOMvZP', 'LB')
('AC22517-2022-11-02-6516','A362-18','mdNrbqkFpfFHnfl', 'SU')
('SL04652-2022-11-01-6442','S269-10','fpNShlQu', 'MB')
('AC04652-2022-11-02-6549','A364-15','vrYQlAv', 'UB')
('AC22517-2022-11-01-6544','A364-10','wjNlWdG', 'UB')
('SL04652-2022-11-02-6501','S271-21','ayaTGQPJBDBI', 'MB')
('AC22517-2022-11-01-6546','A364-12','JJymByuARyzgD', 'SU')
('SL22517-2022-11-01-6437','S269-5','EB', 'MB')
('AC12058-2022-11-01-6544','A364-10','GZdCDYRaG', 'UB')
('AC22517-2022-11-01-6548','A364-14','NGFw', 'LB')
('AC22517-2022-11-01-6549','A364-15','BTdHJqJaCMwxDWf', 'UB')
('SL04652-2022-11-02-6506','S272-2','zSboEffLSn', 'MB')
('SL04652-2022-11-02-6508','S272-4','n', 'LB')
('AC22517-2022-11-01-6551','A364-17','hzlN', 'SL')
('AC22517-2022-11-02-6573','A366-3','QDmPk', 'UB')
('SL04652-2022-11-01-6477','S270-21','zhKAaqqSywshNSg', 'MB')
('AC04652-2022-11-01-6851','A381-11','WlCVykjkzmG', 'SL')
('SL12058-2022-11-01-6436','S269-4','nIAKPr', 'LB')
('AC04652-2022-11-02-6632','A369-8','e', 'LB')
('SL04652-2022-11-01-6522','S272-18','jXQbnPIPWkI', 'MB')
('AC04652-2022-11-01-6910','A384-16','j', 'UB')
('SL04652-2022-11-01-6561','S274-9','cfPu', 'LB')
('AC04652-2022-11-02-6729','A374-15','cimWKeMgDuTd', 'UB')
('AC22517-2022-11-02-6769','A377-1','ngikwYa', 'LB')
('SL22517-2022-11-01-6615','S276-15','TLlqjrqzXARhU', 'SL')
('SL04652-2022-11-01-6674','S279-2','NSxQqixbEC', 'MB')
('AC22517-2022-11-02-6787','A378-1','LFUwiLVwleSdd', 'LB')
('AC04652-2022-11-01-7034','A391-14','efAx', 'LB')
('SL12058-2022-11-01-6570','S274-18','jrZldpiyVhhFimtb', 'MB')
('SL04652-2022-11-02-6729','S281-9','exTXdXVkoxDIwHxA', 'LB')
('SL04652-2022-11-02-6730','S281-10','wHUJVdYbu', 'MB')
('AC22517-2022-11-02-6791','A378-5','FXKwSAlqxI', 'SL')
('AC22517-2022-11-02-6792','A378-6','enAqX', 'SU')
('SL22517-2022-11-02-6737','S281-17','VJpLTcLJ', 'LB')
('SL12058-2022-11-01-6580','S275-4','OSMT', 'LB')
('AC22517-2022-11-01-6784','A377-16','BMBvyJBFO', 'UB')
('SL04652-2022-11-01-6761','S282-17','GuM', 'LB')
('SL22517-2022-11-01-6711','S280-15','ebyEOdMdI', 'SL')
('AC04652-2022-11-02-6844','A381-4','OfWLJB', 'UB')
('AC22517-2022-11-01-6857','A381-17','rLOVRAJTEQ', 'SL')
('AC04652-2022-11-02-6876','A382-18','fdP', 'SU')
('SL04652-2022-11-02-6847','S286-7','SBpXNSBIQLrxKeh', 'SL')
('AC22517-2022-11-01-6887','A383-11','sYbtXfMDBwwUJKc', 'SL')
('SL22517-2022-11-01-6744','S281-24','Fzat', 'SU')
('SL22517-2022-11-01-6750','S282-6','YaJ', 'UB')
('AC04652-2022-11-02-6888','A383-12','ZbJyKcNOGRizn', 'SU')
('AC12058-2022-11-01-6912','A384-18','frPdxjvMoGWWri', 'SU')
('SL04652-2022-11-01-6836','S285-20','vRunySsCRbTy', 'LB')
('AC04652-2022-11-02-6897','A384-3','hGgvxMBqudfnge', 'UB')
('SL04652-2022-11-01-6838','S285-22','s', 'UB')
('SL04652-2022-11-02-6869','S287-5','AilmaRjISrWUCyNg', 'MB')
('SL12058-2022-11-01-6719','S280-23','z', 'SL')
('SL04652-2022-11-01-6849','S286-9','QOZgJVgCLCwcpPTc', 'LB')
('SL22517-2022-11-02-6876','S287-12','xFbxe', 'LB')
('AC22517-2022-11-02-6931','A386-1','JvrP', 'LB')
('AC12058-2022-11-01-6931','A386-1','segJQIlcoIpt', 'LB')
('SL04652-2022-11-02-6876','S287-12','AA', 'LB')
('SL04652-2022-11-02-6878','S287-14','iIhBpzqwgA', 'UB')
('SL04652-2022-11-01-6868','S287-4','mOamHgZZ', 'LB')
('SL04652-2022-11-02-6900','S288-12','mwxnPhrGLAnH', 'LB')
('AC22517-2022-11-02-6957','A387-9','omkooLlKWgexWJgL', 'UB')
('SL22517-2022-11-02-6896','S288-8','YJwobSduxg', 'SU')
('AC04652-2022-11-02-6940','A386-10','PhZ', 'UB')
('SL22517-2022-11-01-6811','S284-19','HypHZAVXAcnpk', 'UB')
('AC22517-2022-11-02-6963','A387-15','qPHG', 'UB')
('SL04652-2022-11-01-6933','S289-21','q', 'MB')
('AC22517-2022-11-02-7015','A390-13','S', 'LB')
('SL12058-2022-11-01-6807','S284-15','Y', 'SL')
('SL04652-2022-11-02-6972','S291-12','c', 'LB')
('AC04652-2022-11-02-6999','A389-15','O', 'UB')
('SL04652-2022-11-02-6982','S291-22','bALKzPfwfIA', 'UB')
('AC04652-2022-11-01-7273','A405-1','obortq', 'LB')
('SL12058-2022-11-01-6821','S285-5','aaXBplgJAcGlc', 'MB')
('AC04652-2022-11-02-7039','A392-1','uyUwWIxlwn', 'LB')
('AC12058-2022-11-01-7060','A393-4','LCfdoNIulSPLCi', 'UB')
('AC22517-2022-11-01-7035','A391-15','HAQah', 'UB')
('AC04652-2022-11-01-7319','A407-11','VQstclltmXP', 'SL')
('SL22517-2022-11-02-6999','S292-15','ewX', 'SL')
('SL22517-2022-11-02-7000','S292-16','v', 'SU')
('AC04652-2022-11-01-7323','A407-15','h', 'UB')
('AC04652-2022-11-01-7328','A408-2','jTiEl', 'LB')
('AC04652-2022-11-02-7057','A393-1','SaReaeqS', 'LB')
('SL12058-2022-11-01-6859','S286-19','InjkkwCI', 'UB')
('SL04652-2022-11-02-7025','S293-17','zRtaKdcTeUIGSh', 'LB')
('AC22517-2022-11-02-7075','A394-1','fTcD', 'LB')
('AC12058-2022-11-01-7074','A393-18','Vwfpxo', 'SU')
('SL04652-2022-11-01-6994','S292-10','aFl', 'MB')
('AC22517-2022-11-01-7057','A393-1','tOZyrhtlVvcggFV', 'LB')
('AC12058-2022-11-01-7110','A395-18','w', 'SU')
('SL04652-2022-11-02-7059','S295-3','XtpwXyqqNQjks', 'UB')
('AC22517-2022-11-02-7118','A396-8','sgXSuaowKVZW', 'LB')
('SL04652-2022-11-01-7067','S295-11','lStwPfAOk', 'UB')
('SL12058-2022-11-01-6957','S290-21','KbwmqJdjegYjma', 'MB')
('AC04652-2022-11-02-7144','A397-16','famahCXapfR', 'UB')
('SL22517-2022-11-02-7096','S296-16','RHL', 'SU')
('SL04652-2022-11-02-7111','S297-7','MH', 'SL')
('AC12058-2022-11-01-7162','A398-16','IOerHSNmqQtJY', 'UB')
('AC22517-2022-11-01-7156','A398-10','R', 'UB')
('SL22517-2022-11-02-7103','S296-23','gebmKCMSMz', 'SL')
('SL12058-2022-11-01-6973','S291-13','lsHfwi', 'MB')
('SL12058-2022-11-01-6974','S291-14','UxDJ', 'UB')
('AC22517-2022-11-01-7166','A399-2','s', 'LB')
('AC04652-2022-11-02-7154','A398-8','nWwZWRdCw', 'LB')
('AC22517-2022-11-01-7191','A400-9','HjaDXaG', 'UB')
('SL12058-2022-11-01-7008','S292-24','KtMjhNaQcCp', 'SU')
('SL22517-2022-11-01-7064','S295-8','DVRyIYEhYPV', 'SU')
('SL04652-2022-11-01-7136','S298-8','nOfiZkixgKEfpk', 'SU')
('AC22517-2022-11-01-7213','A401-13','oLkFASZXDUx', 'LB')
('AC04652-2022-11-01-7505','A417-17','yQKaVBIBCT', 'SL')
('SL04652-2022-11-02-7181','S300-5','GkGIPPlteRfE', 'MB')
('SL12058-2022-11-01-7035','S294-3','kSd', 'UB')
('SL22517-2022-11-01-7084','S296-4','Hz', 'LB')
('SL22517-2022-11-02-7197','S300-21','Dwk', 'MB')
('AC12058-2022-11-01-7250','A403-14','Sp', 'LB')
('AC22517-2022-11-01-7262','A404-8','Ys', 'LB')
('SL22517-2022-11-01-7115','S297-11','NT', 'UB')
('SL22517-2022-11-02-7201','S301-1','iXOcOylOlqdk', 'LB')
('AC04652-2022-11-01-7540','A419-16','osOLJLaVWBEBqLe', 'UB')
('SL04652-2022-11-01-7196','S300-20','VnJnuPVQNQBHwBOX', 'LB')
('SL04652-2022-11-01-7198','S300-22','fKL', 'UB')
('SL22517-2022-11-01-7129','S298-1','CxiOLKpSqvOCwKA', 'LB')
('SL22517-2022-11-01-7131','S298-3','SvJaXxJLBdhl', 'UB')
('SL04652-2022-11-01-7231','S302-7','yYdvW', 'SL')
('AC12058-2022-11-01-7311','A407-3','CInfSbTukGMT', 'UB')
('AC04652-2022-11-02-7281','A405-9','qLHhC', 'UB')
('SL12058-2022-11-01-7102','S296-22','lEUsW', 'UB')
('SL22517-2022-11-02-7256','S303-8','Gij', 'SU')
('AC04652-2022-11-02-7287','A405-15','uIedWqnwq', 'UB')
('SL12058-2022-11-01-7105','S297-1','Ib', 'LB')
('AC12058-2022-11-01-7314','A407-6','wT', 'SU')
('SL12058-2022-11-01-7107','S297-3','iwmyLhGrVUg', 'UB')
('SL04652-2022-11-02-7266','S303-18','wPCgMxM', 'MB')
('AC04652-2022-11-02-7290','A405-18','XQPKwd', 'SU')
('AC22517-2022-11-02-7349','A409-5','ZglAyIUI', 'SL')
('AC22517-2022-11-01-7327','A408-1','yfyxYvIA', 'LB')
('AC22517-2022-11-01-7334','A408-8','KxOedqmVuFDtI', 'LB')
('AC04652-2022-11-01-7604','A423-8','ceTbTCDETO', 'LB')
('SL12058-2022-11-01-7122','S297-18','rzWEmBFPZYrALd', 'MB')
('AC22517-2022-11-01-7342','A408-16','ZTazefiAO', 'UB')
('SL22517-2022-11-01-7187','S300-11','HrV', 'UB')
('SL04652-2022-11-02-7284','S304-12','tNHlZ', 'LB')
('AC04652-2022-11-02-7311','A407-3','mlBndiSutxiYZC', 'UB')
('AC04652-2022-11-02-7315','A407-7','EiCzHdGFqzQ', 'LB')
('AC04652-2022-11-01-7616','A424-2','e', 'LB')
('SL22517-2022-11-02-7288','S304-16','pz', 'SU')
('AC04652-2022-11-02-7318','A407-10','SGjOPZoAFkQj', 'UB')
('AC12058-2022-11-01-7342','A408-16','yX', 'UB')
('SL22517-2022-11-02-7290','S304-18','hDWOWRVrH', 'MB')
('AC12058-2022-11-01-7344','A408-18','yzmjPMqoSSu', 'SU')
('AC04652-2022-11-02-7325','A407-17','brJMPmXYMzlAJdO', 'SL')
('AC04652-2022-11-02-7326','A407-18','Clm', 'SU')
('SL04652-2022-11-01-7277','S304-5','IpefxrydqVtbebMQ', 'MB')
('SL22517-2022-11-02-7301','S305-5','MAodVGbl', 'MB')
('AC04652-2022-11-01-7631','A424-17','tsazbT', 'SL')
('AC22517-2022-11-02-7393','A411-13','ynXNJaZ', 'LB')
('AC22517-2022-11-01-7392','A411-12','WcSrtyLhcFji', 'SU')
('AC22517-2022-11-01-7427','A413-11','SidxZlZtzFKU', 'SL')
('SL04652-2022-11-02-7371','S308-3','z', 'UB')
('SL22517-2022-11-02-7397','S309-5','EBGPHSdMQaq', 'MB')
('SL22517-2022-11-02-7398','S309-6','VxuqjG', 'UB')
('AC12058-2022-11-01-7439','A414-5','aLs', 'SL')
('AC04652-2022-11-01-7704','A428-18','cg', 'SU')
('AC22517-2022-11-01-7439','A414-5','xuoMYzXcZaq', 'SL')
('SL04652-2022-11-01-7373','S308-5','wqRghCKJoGhisR', 'MB')
('AC04652-2022-11-02-7435','A414-1','gimIMSDwIlcJtl', 'LB')
('AC22517-2022-11-01-7441','A414-7','UiSF', 'LB')
('AC04652-2022-11-01-7706','A429-2','TwaY', 'LB')
('AC04652-2022-11-02-7443','A414-9','TCvzCElEpcWF', 'UB')
('SL04652-2022-11-02-7389','S308-21','rmm', 'MB')
('AC22517-2022-11-02-7511','A418-5','hqRyYJa', 'SL')
('AC12058-2022-11-01-7445','A414-11','LnwVgqcsQTvFVa', 'SL')
('AC22517-2022-11-02-7551','A420-9','FfydBxXDxsXtF', 'UB')
('SL22517-2022-11-02-7447','S311-7','OijOb', 'SL')
('AC22517-2022-11-01-7486','A416-16','zmkZ', 'UB')
('SL12058-2022-11-01-7280','S304-8','uza', 'SU')
('AC04652-2022-11-01-7752','A431-12','cfOgLAx', 'SU')
('SL04652-2022-11-02-7455','S311-15','ZGU', 'SL')
('AC04652-2022-11-01-7771','A432-13','miP', 'LB')
('SL22517-2022-11-02-7476','S312-12','L', 'LB')
('SL12058-2022-11-01-7313','S305-17','xMmhsQM', 'LB')
('SL22517-2022-11-02-7480','S312-16','QdolccsRRcKVeZCB', 'SU')
('AC04652-2022-11-02-7519','A418-13','xYEFGhWqlFDrQKO', 'LB')
('SL22517-2022-11-01-7373','S308-5','olCPujtXypai', 'MB')
('AC22517-2022-11-02-7633','A425-1','nyacnnuGNKJA', 'LB')
('AC22517-2022-11-01-7587','A422-9','PcDFKzHOYV', 'UB')
('SL22517-2022-11-01-7436','S310-20','RSb', 'LB')
('AC04652-2022-11-01-7847','A436-17','aYYqzVvaGcsuvKth', 'SL')
('SL04652-2022-11-01-7527','S314-15','EqqHkzj', 'SL')
('AC04652-2022-11-01-7863','A437-15','aSBnSLMFxKIWZF', 'UB')
('SL12058-2022-11-01-7397','S309-5','EYeABTWO', 'MB')
('SL04652-2022-11-01-7550','S315-14','b', 'UB')
('SL12058-2022-11-01-7416','S309-24','kSuREDOnkZTAqyAZ', 'SU')
('SL22517-2022-11-01-7485','S312-21','VIjbRrlQkZHXHm', 'MB')
('AC12058-2022-11-01-7671','A427-3','YcI', 'UB')
('SL22517-2022-11-02-7630','S318-22','dOXK', 'UB')
('SL04652-2022-11-01-7602','S317-18','J', 'MB')
('SL04652-2022-11-02-7649','S319-17','YCbfnnofDtJq', 'LB')
('SL22517-2022-11-01-7558','S315-22','yYvcVLb', 'UB')
('AC22517-2022-11-02-7858','A437-10','Bp', 'UB')
('AC22517-2022-11-02-7914','A440-12','hoQtrZrFO', 'SU')
('AC04652-2022-11-02-7857','A437-9','lnAUaeih', 'UB')
('AC04652-2022-11-01-8099','A450-17','WtWsZIwY', 'SL')
('AC04652-2022-11-02-7868','A438-2','Q', 'LB')
('SL04652-2022-11-02-7799','S325-23','g', 'SL')
('AC04652-2022-11-02-7882','A438-16','NRFxsDtaiAbA', 'UB')
('AC22517-2022-11-02-7939','A442-1','hLZAaoIr', 'LB')
('AC04652-2022-11-02-7899','A439-15','lxwpveCg', 'UB')
('SL12058-2022-11-01-7644','S319-12','sAgUTrq', 'LB')
('AC22517-2022-11-02-7955','A442-17','te', 'SL')
('AC22517-2022-11-02-7974','A443-18','mNIXcz', 'SU')
('SL04652-2022-11-01-7840','S327-16','OcnS', 'SU')
('SL12058-2022-11-01-7668','S320-12','xjbG', 'LB')
('AC04652-2022-11-02-7922','A441-2','ZTKfV', 'LB')
('SL04652-2022-11-01-7841','S327-17','cldUNjsKaoxUz', 'LB')
('AC22517-2022-11-02-7979','A444-5','DGlbXdjBbCFdHU', 'SL')
('SL04652-2022-11-02-7840','S327-16','BFOGXiugt', 'SU')
('SL12058-2022-11-01-7673','S320-17','JQcdIgitXD', 'LB')
('SL12058-2022-11-01-7675','S320-19','gSBEijw', 'UB')
('AC22517-2022-11-02-8000','A445-8','JnogZJpYHegBpIcm', 'LB')
('AC22517-2022-11-01-7921','A441-1','yXMNUmAKA', 'LB')
('AC12058-2022-11-01-7937','A441-17','eJQAWWxwPM', 'SL')
('SL22517-2022-11-02-7874','S329-2','ytkxlhsj', 'MB')
('AC04652-2022-11-02-7949','A442-11','CiJKzwpvn', 'SL')
('AC04652-2022-11-02-7950','A442-12','zZWtI', 'SU')
('SL12058-2022-11-01-7709','S322-5','JkwRgMOc', 'MB')
('SL04652-2022-11-02-7877','S329-5','YYLq', 'MB')
('AC22517-2022-11-01-7932','A441-12','YQI', 'SU')
('AC22517-2022-11-02-8008','A445-16','qBZrhNvTGwKpTZpf', 'UB')
('SL22517-2022-11-01-7800','S325-24','GtkFgBPZscSM', 'SU')
('AC04652-2022-11-02-7961','A443-5','IDbWDlbDL', 'SL')
('SL22517-2022-11-02-7885','S329-13','IkOGEzHOnEj', 'MB')
('AC04652-2022-11-02-7964','A443-8','bfFMMYjrGL', 'LB')
('AC12058-2022-11-01-7949','A442-11','LjkOuzzkYfRzVnV', 'SL')
('SL22517-2022-11-02-7888','S329-16','vtpCaGU', 'SU')
('AC04652-2022-11-01-8215','A457-7','aJIJBbvjvrWNwRXl', 'LB')
('SL22517-2022-11-01-7812','S326-12','yJDKkpxmg', 'LB')
('SL04652-2022-11-01-7894','S329-22','gONyBcYafIXXdcS', 'UB')
('AC12058-2022-11-01-7961','A443-5','MBFz', 'SL')
('AC22517-2022-11-02-8024','A446-14','VRBHYIpXmaNsHNaQ', 'LB')
('SL12058-2022-11-01-7734','S323-6','iSGwnPgqhV', 'UB')
('SL22517-2022-11-01-7819','S326-19','oqS', 'UB')
('AC04652-2022-11-01-8226','A457-18','GmKHSRj', 'SU')
('SL12058-2022-11-01-7739','S323-11','Np', 'UB')
('SL04652-2022-11-02-7908','S330-12','jez', 'LB')
('AC04652-2022-11-01-8239','A458-13','xZKh', 'LB')
('SL22517-2022-11-01-7826','S327-2','ka', 'MB')
('SL04652-2022-11-02-7928','S331-8','jVtxsHUMbKrvujx', 'SU')
('SL22517-2022-11-01-7831','S327-7','s', 'SL')
('SL22517-2022-11-01-7839','S327-15','onIPyjxDaTYjM', 'SL')
('SL04652-2022-11-01-7937','S331-17','mUlrGP', 'LB')
('AC04652-2022-11-02-8017','A446-7','vZNJMmgjatSbUcW', 'LB')
('AC12058-2022-11-01-8004','A445-12','DNEoRYdsDZhCcWU', 'SU')
('AC22517-2022-11-02-8065','A449-1','JsWXMAL', 'LB')
('AC04652-2022-11-01-8264','A460-2','edfdACqv', 'LB')
('AC04652-2022-11-01-8267','A460-5','PuQgsvUhFTtYW', 'SL')
('AC12058-2022-11-01-8014','A446-4','cvWaLsD', 'UB')
('SL22517-2022-11-02-7947','S332-3','RxcWSCIiwuqs', 'UB')
('AC12058-2022-11-01-8019','A446-9','ZDQeuy', 'UB')
('SL22517-2022-11-01-7859','S328-11','fyLeJRC', 'UB')
('SL22517-2022-11-02-7961','S332-17','EfJIbJhejRwva', 'LB')
('AC22517-2022-11-02-8089','A450-7','qWLPoOOrCRdDbvjC', 'LB')
('AC04652-2022-11-02-8078','A449-14','bf', 'LB')
('SL04652-2022-11-01-8003','S334-11','NezghSQqFiuGhH', 'UB')
('SL22517-2022-11-01-7912','S330-16','iH', 'SU')
('AC12058-2022-11-01-8069','A449-5','JFzoKjKglA', 'SL')
('AC04652-2022-11-01-8330','A463-14','ZGgO', 'LB')
('SL04652-2022-11-01-8011','S334-19','lQLdbEhmBeSXQGo', 'UB')
('SL22517-2022-11-01-7925','S331-5','AjgCdK', 'MB')
('SL22517-2022-11-02-8016','S334-24','LSoMMugDL', 'SU')
('AC04652-2022-11-01-8338','A464-4','FPFky', 'UB')
('SL12058-2022-11-01-7852','S328-4','CZGEBhJM', 'LB')
('AC22517-2022-11-02-8134','A452-16','xKOG', 'UB')
('SL04652-2022-11-01-8029','S335-13','oeLxsAadRFU', 'MB')
('SL22517-2022-11-02-8028','S335-12','qwDYggkj', 'LB')
('SL04652-2022-11-01-8064','S336-24','XhWr', 'SU')
('SL12058-2022-11-01-7898','S330-2','j', 'MB')
('AC04652-2022-11-02-8165','A454-11','SBSQOZkWhyWKW', 'SL')
('AC04652-2022-11-01-8404','A467-16','tPdtxaHESVWNqNp', 'UB')
('SL12058-2022-11-01-7930','S331-10','VqeVNgbTH', 'MB')
('AC22517-2022-11-02-8198','A456-8','fXAIgboHQrrh', 'LB')
('SL22517-2022-11-02-8078','S337-14','gtraDkFMDUxwnY', 'UB')
('SL04652-2022-11-01-8156','S340-20','DsPQ', 'LB')
('AC22517-2022-11-01-8187','A455-15','oQqUhs', 'UB')
('AC22517-2022-11-02-8256','A459-12','krQycGhKxjGTrB', 'SU')
('SL22517-2022-11-02-8151','S340-15','FRmPvwfTurXUV', 'SL')
('SL22517-2022-11-01-8083','S337-19','Q', 'UB')
('AC04652-2022-11-01-8494','A472-16','IuWRaXSCgo', 'UB')
('SL22517-2022-11-02-8169','S341-9','HuQhiCIf', 'LB')
('AC12058-2022-11-01-8229','A458-3','Gj', 'UB')
('SL04652-2022-11-01-8193','S342-9','oPFSdnD', 'LB')
('AC04652-2022-11-02-8276','A460-14','WeHPCABnGYndo', 'LB')
('AC04652-2022-11-02-8299','A462-1','VEoiZcFFZEHx', 'LB')
('SL22517-2022-11-02-8209','S343-1','cEjG', 'LB')
('SL22517-2022-11-01-8129','S339-17','vW', 'LB')
('SL04652-2022-11-01-8218','S343-10','headmyVCuCmxK', 'MB')
('AC04652-2022-11-02-8308','A462-10','cNWTlgIQHrjvhh', 'UB')
('SL04652-2022-11-01-8222','S343-14','GghjztOH', 'UB')
('SL22517-2022-11-02-8218','S343-10','eDYpaBIdeppG', 'MB')
('SL22517-2022-11-02-8219','S343-11','XSWBvyPUcrR', 'UB')
('SL12058-2022-11-01-8065','S337-1','eBnMcKhqyfKEgaC', 'LB')
('AC12058-2022-11-01-8276','A460-14','Tm', 'LB')
('AC22517-2022-11-02-8379','A466-9','s', 'UB')
('AC22517-2022-11-01-8302','A462-4','yKuHndtFhc', 'UB')
('SL04652-2022-11-02-8237','S344-5','tLmwYMLKgi', 'MB')
('SL04652-2022-11-02-8256','S344-24','wXLXbZsSCTnb', 'SU')
('AC22517-2022-11-02-8404','A467-16','UuizjFNFCvHe', 'UB')
('SL04652-2022-11-02-8265','S345-9','uOx', 'LB')
('AC04652-2022-11-02-8383','A466-13','LHjtNJ', 'LB')
('SL04652-2022-11-02-8307','S347-3','ljfGt', 'UB')
('AC12058-2022-11-01-8376','A466-6','WQxkrZfSi', 'SU')
('SL12058-2022-11-01-8171','S341-11','hCsbfnCmMKY', 'UB')
('AC04652-2022-11-01-8657','A481-17','M', 'SL')
('SL12058-2022-11-01-8176','S341-16','luPkHYFjpS', 'SU')
('AC22517-2022-11-01-8384','A466-14','nk', 'LB')
('SL22517-2022-11-01-8266','S345-10','EYjnX', 'MB')
('SL12058-2022-11-01-8192','S342-8','EZ', 'SU')
('SL12058-2022-11-01-8193','S342-9','xcvEfEfYpIndx', 'LB')
('SL12058-2022-11-01-8197','S342-13','eHIKwUbtyGChXp', 'MB')
('SL04652-2022-11-01-8356','S349-4','glnCloy', 'LB')
('SL22517-2022-11-01-8315','S347-11','SiXYydvVAcMMyQ', 'UB')
('AC04652-2022-11-02-8498','A473-2','cZobkSbxHnViGMRe', 'LB')
('SL22517-2022-11-02-8374','S349-22','pFhGsW', 'UB')
('AC04652-2022-11-01-8710','A484-16','EEPJZELedvrTTPNT', 'UB')
('SL04652-2022-11-02-8392','S350-16','JI', 'SU')
('SL22517-2022-11-01-8326','S347-22','kQSflDBINoF', 'UB')
('AC04652-2022-11-01-8734','A486-4','gEWTzlxuea', 'UB')
('SL22517-2022-11-01-8345','S348-17','ADvHVqpMwrjKpX', 'LB')
('SL04652-2022-11-02-8417','S351-17','uTLFwIbiZychGFjt', 'LB')
('AC22517-2022-11-01-8475','A471-15','yVrjPjvvngNDUYXf', 'UB')
('SL04652-2022-11-01-8430','S352-6','WzDbiDWIRZTm', 'UB')
('SL04652-2022-11-01-8431','S352-7','RnXoPWpPqwnuqo', 'SL')
('AC04652-2022-11-01-8741','A486-11','Turwr', 'SL')
('SL12058-2022-11-01-8272','S345-16','jOFgSFLLCncO', 'SU')
('AC04652-2022-11-02-8533','A475-1','lbJZNqmnn', 'LB')
('SL12058-2022-11-01-8275','S345-19','UqdUM', 'UB')
('AC04652-2022-11-01-8745','A486-15','zBKXvXzhWQ', 'UB')
('SL04652-2022-11-01-8445','S352-21','KISIcGJfwslAsD', 'MB')
('SL12058-2022-11-01-8302','S346-22','VkSBQ', 'UB')
('AC22517-2022-11-02-8608','A479-4','pkfhtLdWB', 'UB')
('SL22517-2022-11-01-8406','S351-6','WTRHBEqoOMN', 'UB')
('SL12058-2022-11-01-8317','S347-13','ffNtmLvoN', 'MB')
('SL04652-2022-11-01-8489','S354-17','yjaXMXjfSJGVSo', 'LB')
('AC22517-2022-11-01-8533','A475-1','FNEgIummoKMZZq', 'LB')
('AC22517-2022-11-02-8629','A480-7','jfyZDKMtWCKuFWI', 'LB')
('AC04652-2022-11-02-8601','A478-15','ewFT', 'UB')
('AC04652-2022-11-01-8799','A489-15','PmtkXmfHUtkkwYCQ', 'UB')
('SL22517-2022-11-01-8428','S352-4','LisygVyQROyXQs', 'LB')
('AC22517-2022-11-02-8635','A480-13','QEYagmZjx', 'LB')
('AC12058-2022-11-01-8540','A475-8','tn', 'LB')
('AC04652-2022-11-02-8610','A479-6','uIrWtNBsVgaE', 'SU')
('SL12058-2022-11-01-8351','S348-23','guDkGbv', 'SL')
('SL22517-2022-11-01-8450','S353-2','duRDqLfXALYhQfh', 'MB')
('AC22517-2022-11-02-8655','A481-15','yW', 'UB')
('SL12058-2022-11-01-8370','S349-18','j', 'MB')
('SL04652-2022-11-01-8539','S356-19','K', 'UB')
('SL22517-2022-11-02-8511','S355-15','fPZXtZHh', 'SL')
('SL12058-2022-11-01-8383','S350-7','lUrQPCI', 'SL')
('AC22517-2022-11-02-8686','A483-10','Tp', 'UB')
('AC04652-2022-11-01-8862','A493-6','rvvGKaN', 'SU')
('AC04652-2022-11-01-8863','A493-7','JLxAbkCGcc', 'LB')
('AC04652-2022-11-01-8864','A493-8','sitIijE', 'LB')
('SL22517-2022-11-01-8555','S357-11','AWyPQGEo', 'UB')
('SL04652-2022-11-02-8607','S359-15','gNJMmaAATBj', 'SL')
('SL04652-2022-11-01-8611','S359-19','kekhlPS', 'UB')
('AC04652-2022-11-01-8955','A498-9','ZZegnSxcNkIsqcMf', 'UB')
('AC22517-2022-11-01-8690','A483-14','ABXhxTPxj', 'LB')
('AC04652-2022-11-01-8961','A498-15','bPFsFXfdrP', 'UB')
('AC22517-2022-11-01-8703','A484-9','pdYZkEU', 'UB')
('AC12058-2022-11-01-8698','A484-4','qnamfDkhEsXIxUA', 'UB')
('SL22517-2022-11-01-8591','S358-23','PjpJZrKCi', 'SL')
('SL22517-2022-11-01-8592','S358-24','TXpEaDuJpHfSEvS', 'SU')
('AC22517-2022-11-01-8709','A484-15','xkhSNjDYhRkhOv', 'UB')
('SL22517-2022-11-02-8608','S359-16','UfKMGrLdYpkeLSj', 'SU')
('AC04652-2022-11-02-8755','A487-7','slVcctERLxkj', 'LB')
('SL22517-2022-11-02-8630','S360-14','e', 'UB')
('AC22517-2022-11-01-8726','A485-14','LKRpjzaOWz', 'LB')
('AC22517-2022-11-01-8727','A485-15','OFibG', 'UB')
('SL22517-2022-11-01-8611','S359-19','YYPsm', 'UB')
('SL22517-2022-11-02-8636','S360-20','byDLWXssFdhCQc', 'LB')
('AC04652-2022-11-02-8788','A489-4','AybAffvYGVYn', 'UB')
