('AC04652-2022-11-02-3668','A204-14','gmg', 'LB')
('SL04652-2022-11-02-5902','S246-22','qlYeXbGrID', 'UB')
('AC04652-2022-11-02-5982','A333-6','cEF', 'SU')
('AC22517-2022-11-01-5951','A331-11','w', 'SL')
('AC12058-2022-11-01-5925','A330-3','uoyIUXJcwA', 'UB')
('AC04652-2022-11-01-6169','A343-13','PEXk', 'LB')
('AC22517-2022-11-01-5969','A332-11','LJyJCAlzCxDuhiFY', 'SL')
('SL22517-2022-11-01-5852','S244-20','k', 'LB')
('SL04652-2022-11-02-5941','S248-13','SsqwApUkJ', 'MB')
('AC22517-2022-11-01-5978','A333-2','ZvpTJtVBSXue', 'LB')
('SL04652-2022-11-01-5857','S245-1','eeVKKZPONdh', 'LB')
('SL22517-2022-11-02-5933','S248-5','eHFXYwpnmVuUmD', 'MB')
('SL22517-2022-11-02-5985','S250-9','XApYVWlJnsNEcr', 'LB')
('AC22517-2022-11-02-6026','A335-14','whqMuEcJoKBcptl', 'LB')
('AC22517-2022-11-02-6027','A335-15','ZfdkkdxLriDfXgGR', 'UB')
('AC22517-2022-11-02-6028','A335-16','Bm', 'UB')
('AC22517-2022-11-02-6029','A335-17','SiEyfccqjpUAQ', 'SL')
('AC22517-2022-11-01-6025','A335-13','NJQZgtuKFqzMMY', 'LB')
('AC12058-2022-11-01-6032','A336-2','YNpraDWIUDiJWz', 'LB')
('AC12058-2022-11-01-6033','A336-3','HQUWFUJKa', 'UB')
('AC04652-2022-11-02-6083','A338-17','Z', 'SL')
('AC12058-2022-11-01-6041','A336-11','egbhHwDp', 'SL')
('SL22517-2022-11-02-5998','S250-22','qSBJQaTeEmcGw', 'UB')
('SL04652-2022-11-01-5915','S247-11','xRgQVIC', 'UB')
('SL04652-2022-11-01-5916','S247-12','MHJlMGWWbaLwQ', 'LB')
('SL22517-2022-11-01-5928','S247-24','SKqYnIRg', 'SU')
('AC12058-2022-11-01-6047','A336-17','nhZzlQrnCza', 'SL')
('AC12058-2022-11-01-6051','A337-3','DuDqYnSdnsSjN', 'UB')
('AC12058-2022-11-01-6052','A337-4','n', 'UB')
('AC04652-2022-11-02-6099','A339-15','xysWhgvbgJuf', 'UB')
('AC12058-2022-11-01-6055','A337-7','knulKVunYvcJO', 'LB')
('SL22517-2022-11-02-6013','S251-13','tqeWkUyG', 'MB')
('SL04652-2022-11-01-5936','S248-8','YQJYCUe', 'SU')
('AC04652-2022-11-02-6113','A340-11','EPQeyf', 'SL')
('AC12058-2022-11-01-6064','A337-16','wmdbEervTqs', 'UB')
('SL04652-2022-11-02-6028','S252-4','RSvEouxUk', 'LB')
('AC04652-2022-11-02-6115','A340-13','VOOhK', 'LB')
('AC22517-2022-11-02-6079','A338-13','FOE', 'LB')
('AC12058-2022-11-01-6075','A338-9','ePwPcCFZyNvJwGhU', 'UB')
('AC22517-2022-11-02-6082','A338-16','pN', 'UB')
('AC22517-2022-11-01-6076','A338-10','nquJOqcWdHihoTG', 'UB')
('AC04652-2022-11-01-6322','A352-4','jxMVs', 'UB')
('SL04652-2022-11-01-5958','S249-6','nFw', 'UB')
('AC22517-2022-11-02-6087','A339-3','vjGxzWdHRxApGiEq', 'UB')
('SL22517-2022-11-02-6033','S252-9','kaDrhGpymbys', 'LB')
('AC04652-2022-11-02-6128','A341-8','XiXFayT', 'LB')
('SL04652-2022-11-02-6066','S253-18','XaLtb', 'MB')
('AC04652-2022-11-01-6352','A353-16','ylNmrxlxENnoIa', 'UB')
('SL12058-2022-11-01-5926','S247-22','ayAyELl', 'UB')
('AC22517-2022-11-01-6134','A341-14','N', 'LB')
('SL04652-2022-11-01-6007','S251-7','k', 'SL')
('SL22517-2022-11-02-6103','S255-7','fnqfPY', 'SL')
('AC04652-2022-11-02-6186','A344-12','dbUnnaJjouQk', 'SU')
('AC04652-2022-11-02-6187','A344-13','jRKfkfMx', 'LB')
('SL22517-2022-11-01-6031','S252-7','iujNnRorygEGMES', 'SL')
('AC04652-2022-11-01-6458','A359-14','VYEylyKn', 'LB')
('SL22517-2022-11-01-6077','S254-5','ZqQSWs', 'MB')
('SL22517-2022-11-01-6095','S254-23','qdd', 'SL')
('AC22517-2022-11-02-6221','A346-11','bmXA', 'SL')
('SL04652-2022-11-01-6091','S254-19','TLmY', 'UB')
('SL04652-2022-11-01-6095','S254-23','ZGYZ', 'SL')
('AC04652-2022-11-01-6476','A360-14','xRKsDmkoQayQ', 'LB')
('SL04652-2022-11-02-6168','S257-24','fmK', 'SU')
('SL22517-2022-11-01-6102','S255-6','VT', 'UB')
('AC04652-2022-11-01-6477','A360-15','rgCuqdYH', 'UB')
('SL22517-2022-11-02-6180','S258-12','eORGpHHgPGzGftg', 'LB')
('SL12058-2022-11-01-6027','S252-3','DkUvaNdPVLE', 'UB')
('SL22517-2022-11-02-6182','S258-14','XmUO', 'UB')
('AC22517-2022-11-02-6232','A347-4','tPnhmdraa', 'UB')
('AC22517-2022-11-01-6234','A347-6','LfjhfiJer', 'SU')
('AC12058-2022-11-01-6218','A346-8','zGaylhkjWNAnp', 'LB')
('SL12058-2022-11-01-6032','S252-8','ByFdz', 'SU')
('AC22517-2022-11-01-6252','A348-6','bDJX', 'SU')
('SL04652-2022-11-02-6185','S258-17','blEtIuYOhU', 'LB')
('AC22517-2022-11-02-6253','A348-7','vDuuIzVTBlQTLBB', 'LB')
('AC12058-2022-11-01-6303','A351-3','ibOkQEoqXvdItCMl', 'UB')
('AC22517-2022-11-01-6313','A351-13','ZBjYGmYViwc', 'LB')
('SL12058-2022-11-01-6094','S254-22','BXyhVU', 'UB')
('SL04652-2022-11-01-6175','S258-7','zCHqLUalfphAnQwm', 'SL')
('SL04652-2022-11-02-6247','S261-7','YttT', 'SL')
('SL22517-2022-11-01-6182','S258-14','annkAJgEBlDM', 'UB')
('AC22517-2022-11-02-6314','A351-14','FHkjVv', 'LB')
('SL22517-2022-11-01-6195','S259-3','yYIKepjDtGVM', 'UB')
('SL04652-2022-11-01-6190','S258-22','bADhtXHTP', 'UB')
('AC04652-2022-11-01-6593','A367-5','vsdBDKBLPdpmyi', 'SL')
('SL22517-2022-11-01-6212','S259-20','Skbf', 'LB')
('AC12058-2022-11-01-6331','A352-13','URzPPCAZqAHoZh', 'LB')
('SL04652-2022-11-01-6205','S259-13','oyEiFF', 'MB')
('SL04652-2022-11-02-6282','S262-18','JFPuLkHtRwHRc', 'MB')
('SL04652-2022-11-02-6283','S262-19','t', 'UB')
('SL22517-2022-11-02-6312','S263-24','mobyiGMmDjZ', 'SU')
('SL04652-2022-11-01-6229','S260-13','XiUiFNHOeOQNg', 'MB')
('SL12058-2022-11-01-6155','S257-11','a', 'UB')
('SL22517-2022-11-02-6315','S264-3','mtRHydO', 'UB')
('SL22517-2022-11-01-6233','S260-17','M', 'LB')
('SL04652-2022-11-01-6231','S260-15','NOGjdZpKyela', 'SL')
('SL04652-2022-11-02-6302','S263-14','ISwcvIydVRaMKe', 'UB')
('AC12058-2022-11-01-6354','A353-18','rCOgtZNTJgcCPov', 'SU')
('AC04652-2022-11-02-6380','A355-8','RjwaHrSwtdIna', 'LB')
('SL04652-2022-11-01-6246','S261-6','joQEIARbZsLj', 'UB')
('SL22517-2022-11-01-6258','S261-18','iMcxkmrU', 'MB')
('AC04652-2022-11-01-6650','A370-8','MpelbGiNiqmIRPCM', 'LB')
('AC22517-2022-11-01-6397','A356-7','iiorGWsf', 'LB')
('SL22517-2022-11-02-6391','S267-7','pbPgP', 'SL')
('SL04652-2022-11-01-6329','S264-17','otslLdD', 'LB')
('SL22517-2022-11-01-6325','S264-13','XnPrHXRPItQgo', 'MB')
('SL04652-2022-11-02-6400','S267-16','vyjMwxIjSdo', 'SU')
('SL22517-2022-11-01-6328','S264-16','TLeaLy', 'SU')
('SL04652-2022-11-01-6340','S265-4','gbjkkltJvKgxxsq', 'LB')
('SL22517-2022-11-01-6340','S265-4','DGrFwivOTSokpK', 'LB')
('SL22517-2022-11-01-6347','S265-11','VsQbwPDL', 'UB')
('AC04652-2022-11-02-6475','A360-13','lo', 'LB')
('SL22517-2022-11-01-6349','S265-13','otiVCdGXiFiUDns', 'MB')
('AC22517-2022-11-01-6462','A359-18','cKHvKRTkeLOjdp', 'SU')
('AC12058-2022-11-01-6451','A359-7','OPdpp', 'LB')
('SL04652-2022-11-02-6409','S268-1','FYqMeOKSHlZKf', 'LB')
('AC22517-2022-11-02-6465','A360-3','owmiNNqGKBmQLwI', 'UB')
('SL04652-2022-11-01-6374','S266-14','WTQR', 'UB')
('SL04652-2022-11-02-6454','S269-22','iglPAyGBrqXic', 'UB')
('SL12058-2022-11-01-6310','S263-22','JEMCFgGZDC', 'UB')
('SL22517-2022-11-01-6412','S268-4','cgJDlHyjqyMircWL', 'LB')
('AC04652-2022-11-02-6519','A363-3','uL', 'UB')
('AC22517-2022-11-02-6507','A362-9','kWwYsbsz', 'UB')
('AC04652-2022-11-01-6813','A379-9','TpTfdRVM', 'UB')
('AC22517-2022-11-02-6538','A364-4','SBgkSLGvvoK', 'UB')
('SL22517-2022-11-01-6429','S268-21','utUMN', 'MB')
('AC12058-2022-11-01-6540','A364-6','Vq', 'SU')
('AC22517-2022-11-02-6540','A364-6','iPvl', 'SU')
('SL12058-2022-11-01-6345','S265-9','iV', 'LB')
('SL12058-2022-11-01-6346','S265-10','eXpoWHrVEwMxE', 'MB')
('SL04652-2022-11-02-6500','S271-20','bkBSfOckjYyB', 'LB')
('SL22517-2022-11-02-6510','S272-6','QjNiLgRYB', 'UB')
('AC12058-2022-11-01-6546','A364-12','pKgD', 'SU')
('AC22517-2022-11-02-6549','A364-15','yjTpPSLmXqP', 'UB')
('SL04652-2022-11-01-6453','S269-21','fQmdfIx', 'MB')
('SL22517-2022-11-01-6450','S269-18','HZQcI', 'MB')
('AC22517-2022-11-02-6562','A365-10','HHrYIUVFcBpfNxU', 'UB')
('SL04652-2022-11-01-6461','S270-5','xwRBJMkmIFJkn', 'MB')
('SL12058-2022-11-01-6367','S266-7','QUoeSJfFkygk', 'SL')
('SL12058-2022-11-01-6368','S266-8','GXFAmGgq', 'SU')
('SL22517-2022-11-01-6463','S270-7','lGBOSvSsDQs', 'SL')
('AC12058-2022-11-01-6571','A366-1','mIzCbV', 'LB')
('AC04652-2022-11-02-6580','A366-10','PMrirQknI', 'UB')
('AC22517-2022-11-02-6575','A366-5','SXFOU', 'SL')
('AC04652-2022-11-01-6849','A381-9','JGZoqBgfKGGFE', 'UB')
('SL12058-2022-11-01-6382','S266-22','XWeBrPGPyaAo', 'UB')
('AC04652-2022-11-02-6675','A371-15','bWXzpcsMfjPQkyF', 'UB')
('SL22517-2022-11-02-6638','S277-14','ZBsio', 'UB')
('AC22517-2022-11-02-6674','A371-14','AUPdDAYzQ', 'LB')
('AC12058-2022-11-01-6674','A371-14','RGTKgEosaHvHlgS', 'LB')
('SL12058-2022-11-01-6479','S270-23','UsALRzQRrM', 'SL')
('SL22517-2022-11-02-6652','S278-4','RtIQUi', 'LB')
('SL22517-2022-11-01-6554','S274-2','LRxDqFXeVFjCF', 'MB')
('AC12058-2022-11-01-6685','A372-7','xIdzFi', 'LB')
('SL22517-2022-11-01-6556','S274-4','Vjsqal', 'LB')
('AC12058-2022-11-01-6751','A376-1','y', 'LB')
('AC04652-2022-11-01-7008','A390-6','iPjgDKgjWaXBS', 'SU')
('SL04652-2022-11-02-6711','S280-15','aeHIEynhTdbuETHF', 'SL')
('AC04652-2022-11-01-7014','A390-12','rceUFCwpDY', 'SU')
('SL22517-2022-11-01-6610','S276-10','RQWVxOVLYyqnbT', 'MB')
('SL12058-2022-11-01-6551','S273-23','szsYzqKSRoScQdJj', 'SL')
('SL22517-2022-11-01-6612','S276-12','CqttCd', 'LB')
('AC12058-2022-11-01-6761','A376-11','BKPEocpjJsvVpuBS', 'SL')
('AC04652-2022-11-02-6750','A375-18','ATiwVeKcGASCbBY', 'SU')
('AC04652-2022-11-02-6751','A376-1','DeokrsuPYdipJj', 'LB')
('AC04652-2022-11-02-6752','A376-2','sgTat', 'LB')
('SL22517-2022-11-01-6614','S276-14','ZEfbzAoAGvdVWO', 'UB')
('AC22517-2022-11-02-6773','A377-5','tlMtDkkChRsa', 'SL')
('SL04652-2022-11-01-6658','S278-10','GLPWEUhPpUKAyWjQ', 'MB')
('AC22517-2022-11-01-6756','A376-6','RFepeOkoALeZQ', 'SU')
('SL04652-2022-11-02-6721','S281-1','xBpFMcA', 'LB')
('AC04652-2022-11-01-7029','A391-9','HNAT', 'UB')
('AC12058-2022-11-01-6781','A377-13','hWOCHdyblanVqS', 'LB')
('SL04652-2022-11-01-6678','S279-6','XCktZywndKx', 'UB')
('SL04652-2022-11-01-6679','S279-7','GYxtudLz', 'SL')
('AC04652-2022-11-02-6767','A376-17','rY', 'SL')
('SL04652-2022-11-01-6721','S281-1','lFi', 'LB')
('SL22517-2022-11-02-6778','S283-10','EQJFdrDi', 'MB')
('AC22517-2022-11-01-6811','A379-7','mFTozHmtPVKyIxX', 'LB')
('SL04652-2022-11-02-6779','S283-11','xdMZLfowhA', 'UB')
('AC12058-2022-11-01-6836','A380-14','h', 'LB')
('SL04652-2022-11-02-6781','S283-13','uYkCYyUsiAuih', 'MB')
('AC04652-2022-11-02-6807','A379-3','rPTsmBkFpxD', 'UB')
('AC04652-2022-11-01-7081','A394-7','NhRWKbZlNbS', 'LB')
('SL22517-2022-11-01-6676','S279-4','oCQLtKLE', 'LB')
('AC22517-2022-11-02-6850','A381-10','KSvvlYVGEmdto', 'UB')
('AC12058-2022-11-01-6886','A383-10','QDkaROkhGNpmW', 'UB')
('SL22517-2022-11-02-6838','S285-22','oxlmGLiG', 'UB')
('SL22517-2022-11-01-6719','S280-23','KIVfqgildM', 'SL')
('AC04652-2022-11-01-7137','A397-9','tXxlESZVrWp', 'UB')
('AC22517-2022-11-01-6913','A385-1','ikjNk', 'LB')
('AC22517-2022-11-02-6933','A386-3','UNQpGKtsfE', 'UB')
('SL04652-2022-11-01-6854','S286-14','rtBszbB', 'UB')
('AC22517-2022-11-01-6915','A385-3','LHanXlZJAmbir', 'UB')
('SL12058-2022-11-01-6726','S281-6','rcnJOZKDsHD', 'UB')
('SL04652-2022-11-02-6877','S287-13','SiCgwINUIzeOcz', 'MB')
('AC12058-2022-11-01-6947','A386-17','F', 'SL')
('AC04652-2022-11-01-7199','A400-17','NcXqTaQLbxVa', 'SL')
('AC22517-2022-11-02-6955','A387-7','lbnyjURPbtMk', 'LB')
('SL12058-2022-11-01-6755','S282-11','tjYMYM', 'UB')
('AC22517-2022-11-02-6965','A387-17','cepDDAlHehDhW', 'SL')
('AC22517-2022-11-02-6967','A388-1','zAgUqsvAiuKKz', 'LB')
('SL04652-2022-11-02-6921','S289-9','gAvoSpp', 'LB')
('AC22517-2022-11-02-7011','A390-9','CU', 'UB')
('SL04652-2022-11-01-6937','S290-1','uwST', 'LB')
('AC04652-2022-11-01-7261','A404-7','LCtJEKxKwSxclqY', 'LB')
('SL22517-2022-11-01-6869','S287-5','xDEReVWMepIbKSh', 'MB')
('AC04652-2022-11-02-6992','A389-8','NfyISMwIf', 'LB')
('AC22517-2022-11-02-7058','A393-2','R', 'LB')
('AC22517-2022-11-01-7026','A391-6','BBXYuQhWb', 'SU')
('SL04652-2022-11-02-7010','S293-2','kcDpwfYaAybZ', 'MB')
('AC04652-2022-11-02-7034','A391-14','QjIrNhmETtgS', 'LB')
('AC12058-2022-11-01-7055','A392-17','Yrd', 'SL')
('SL04652-2022-11-01-6977','S291-17','qxttdrkUCJpuHU', 'LB')
('SL04652-2022-11-01-6978','S291-18','ArncaH', 'MB')
('SL04652-2022-11-02-7015','S293-7','gZMJUPrSipBmxdlA', 'SL')
('AC04652-2022-11-01-7395','A411-15','LiCDOxE', 'UB')
('AC04652-2022-11-02-7117','A396-7','eiTuMWPUlIsQ', 'LB')
('AC04652-2022-11-02-7118','A396-8','wnyGfK', 'LB')
('SL22517-2022-11-02-7070','S295-14','NDSpS', 'UB')
('AC04652-2022-11-02-7120','A396-10','CrFVjt', 'UB')
('AC04652-2022-11-01-7399','A412-1','xYKkshk', 'LB')
('AC22517-2022-11-02-7195','A400-13','kGtQEvVudXDMQ', 'LB')
('SL04652-2022-11-02-7138','S298-10','umTzVegNu', 'MB')
('SL04652-2022-11-01-7115','S297-11','xcdNXNT', 'UB')
('SL22517-2022-11-01-7054','S294-22','lbdUDC', 'UB')
('SL04652-2022-11-01-7120','S297-16','VVnhhZlCBLOV', 'SU')
('SL04652-2022-11-01-7121','S297-17','apQUwGfpZuENkarq', 'LB')
('AC04652-2022-11-01-7466','A415-14','fwlC', 'LB')
('SL22517-2022-11-01-7055','S294-23','OssVBAHk', 'SL')
('AC22517-2022-11-01-7198','A400-16','y', 'UB')
('AC22517-2022-11-02-7230','A402-12','Rq', 'SU')
('AC04652-2022-11-01-7517','A418-11','qtGrkXLFDZTdXqY', 'SL')
('SL12058-2022-11-01-7048','S294-16','LjDsRVAf', 'SU')
('AC22517-2022-11-02-7292','A406-2','QKgDHlTHWB', 'LB')
('AC12058-2022-11-01-7255','A404-1','cqGPOz', 'LB')
('AC22517-2022-11-02-7302','A406-12','lDUbiNLBuLspWrL', 'SU')
('SL22517-2022-11-01-7125','S297-21','rSWLsmCjigKGvMfP', 'MB')
('SL22517-2022-11-02-7216','S301-16','v', 'SU')
('AC12058-2022-11-01-7271','A404-17','jPrSZiyvMtsG', 'SL')
('AC12058-2022-11-01-7272','A404-18','bOkdyhH', 'SU')
('AC12058-2022-11-01-7292','A406-2','r', 'LB')
('SL22517-2022-11-01-7150','S298-22','yzjy', 'UB')
('SL22517-2022-11-02-7235','S302-11','gCn', 'UB')
('SL22517-2022-11-02-7237','S302-13','KtYgL', 'MB')
('AC12058-2022-11-01-7297','A406-7','eJROxzxE', 'LB')
('AC04652-2022-11-02-7271','A404-17','wctuodxSZWj', 'SL')
('SL22517-2022-11-01-7155','S299-3','lqwtCJvbUtodFR', 'UB')
('AC22517-2022-11-01-7305','A406-15','xo', 'UB')
('SL22517-2022-11-01-7158','S299-6','PfBaywOZCeWXQLl', 'UB')
('SL22517-2022-11-02-7267','S303-19','HsTaeTYOGgoMDEZ', 'UB')
('SL12058-2022-11-01-7115','S297-11','dHdtKy', 'UB')
('SL04652-2022-11-01-7249','S303-1','HNkOqMLiqSEZCm', 'LB')
('AC22517-2022-11-02-7357','A409-13','vwhfgkRCejJIt', 'LB')
('SL22517-2022-11-02-7272','S303-24','rxkyzKQIZk', 'SU')
('SL04652-2022-11-02-7278','S304-6','FEYQnPyBYYuD', 'UB')
('SL04652-2022-11-01-7252','S303-4','DO', 'LB')
('AC22517-2022-11-02-7361','A409-17','vjhx', 'SL')
('AC04652-2022-11-01-7607','A423-11','WKaoU', 'SL')
('AC04652-2022-11-01-7639','A425-7','ulxQ', 'LB')
('SL04652-2022-11-01-7295','S304-23','lasXqOkpKo', 'SL')
('SL04652-2022-11-01-7296','S304-24','jl', 'SU')
('SL04652-2022-11-01-7297','S305-1','SLNHkt', 'LB')
('AC22517-2022-11-02-7428','A413-12','a', 'SU')
('AC22517-2022-11-02-7430','A413-14','wnFUltuchMaTJSPC', 'LB')
('SL22517-2022-11-01-7236','S302-12','QfHwoOrWEkDBefED', 'LB')
('AC04652-2022-11-02-7377','A410-15','edHHHttyQMIuSfp', 'UB')
('SL22517-2022-11-01-7245','S302-21','n', 'MB')
('SL04652-2022-11-01-7325','S306-5','BGEvFwp', 'MB')
('SL22517-2022-11-02-7343','S306-23','dRhWZnhXibVwy', 'SL')
('AC04652-2022-11-01-7663','A426-13','NRjmQ', 'LB')
('SL04652-2022-11-01-7352','S307-8','ZFCngXjdgbUIJf', 'SU')
('SL22517-2022-11-01-7307','S305-11','EGM', 'UB')
('AC12058-2022-11-01-7455','A415-3','MBPqxJFEr', 'UB')
('AC22517-2022-11-01-7453','A415-1','EpfeSjMvNV', 'LB')
('AC22517-2022-11-02-7522','A418-16','fQnIfacSCGcbfZ', 'UB')
('SL04652-2022-11-01-7393','S309-1','VkfjRLfnYCdzzl', 'LB')
('AC12058-2022-11-01-7457','A415-5','lGW', 'SL')
('AC22517-2022-11-02-7528','A419-4','WQxmFBNTA', 'UB')
('SL22517-2022-11-02-7416','S309-24','TjbKCZbB', 'SU')
('SL12058-2022-11-01-7250','S303-2','GudCq', 'MB')
('SL22517-2022-11-01-7320','S305-24','rFhHwXI', 'SU')
('SL22517-2022-11-02-7418','S310-2','MLDxsbpz', 'MB')
('SL12058-2022-11-01-7251','S303-3','ctMxFaywynCmEMn', 'UB')
('SL22517-2022-11-01-7336','S306-16','fWlxWBRUpqpQ', 'SU')
('AC22517-2022-11-02-7545','A420-3','dskeHqCfdNWe', 'UB')
('SL04652-2022-11-01-7415','S309-23','NiDBsLi', 'SL')
('AC04652-2022-11-01-7742','A431-2','PLHuZYUxBs', 'LB')
('SL04652-2022-11-02-7434','S310-18','QxcuPNwZjozJ', 'MB')
('SL04652-2022-11-02-7440','S310-24','fuzYWKcBgJYa', 'SU')
('AC12058-2022-11-01-7494','A417-6','ishYoMTD', 'SU')
('AC04652-2022-11-01-7750','A431-10','gjOaL', 'UB')
('AC22517-2022-11-01-7487','A416-17','oBHNeUaoeYwuv', 'SL')
('SL22517-2022-11-02-7451','S311-11','MwxQwRKYvjHXa', 'UB')
('AC22517-2022-11-02-7556','A420-14','odFKozUOF', 'LB')
('AC12058-2022-11-01-7495','A417-7','aviYNCYZvVZmySYJ', 'LB')
('AC04652-2022-11-01-7759','A432-1','LL', 'LB')
('SL04652-2022-11-02-7446','S311-6','sklNcollTQOjZyad', 'UB')
('SL22517-2022-11-02-7485','S312-21','AIwtjUsgh', 'MB')
('AC22517-2022-11-01-7558','A420-16','nAPyS', 'UB')
('AC04652-2022-11-01-7814','A435-2','ESwC', 'LB')
('AC12058-2022-11-01-7558','A420-16','yyzFxcpl', 'UB')
('AC22517-2022-11-02-7621','A424-7','XhmCxJlcLAPEuKi', 'LB')
('AC04652-2022-11-02-7625','A424-11','GIOQ', 'SL')
('AC04652-2022-11-01-7881','A438-15','chx', 'UB')
('SL12058-2022-11-01-7411','S309-19','LnvmeTxfMcc', 'UB')
('SL22517-2022-11-02-7586','S317-2','XSvBuHCDI', 'MB')
('SL04652-2022-11-01-7557','S315-21','kfQvFjFiCyiQok', 'MB')
('AC04652-2022-11-01-7888','A439-4','EYpagYgaaL', 'UB')
('AC22517-2022-11-02-7701','A428-15','NWYn', 'UB')
('SL22517-2022-11-01-7504','S313-16','zh', 'SU')
('SL04652-2022-11-02-7591','S317-7','OsYrxevIEkkX', 'SL')
('AC04652-2022-11-01-7914','A440-12','sWBoicELJUy', 'SU')
('AC22517-2022-11-01-7657','A426-7','tOQ', 'LB')
('AC04652-2022-11-01-7916','A440-14','rihXS', 'LB')
('SL22517-2022-11-01-7509','S313-21','XkMZaCzaHPlD', 'MB')
('AC12058-2022-11-01-7661','A426-11','jxDNrMDBHGuCvnP', 'SL')
('AC22517-2022-11-02-7726','A430-4','mocfcUGpITb', 'UB')
('AC12058-2022-11-01-7668','A426-18','DOokuXDfAq', 'SU')
('AC04652-2022-11-02-7679','A427-11','pFE', 'SL')
('SL12058-2022-11-01-7456','S311-16','rmSEcLpjE', 'SU')
('AC22517-2022-11-01-7705','A429-1','eJNb', 'LB')
('AC22517-2022-11-01-7719','A429-15','PNZFmmNfRZaJvFDV', 'UB')
('AC04652-2022-11-01-7980','A444-6','JvnnKQegTbl', 'SU')
('SL22517-2022-11-01-7573','S316-13','A', 'MB')
('AC12058-2022-11-01-7775','A432-17','BdtF', 'SL')
('SL04652-2022-11-01-7705','S322-1','qUzDfLKBlBx', 'LB')
('AC04652-2022-11-01-8064','A448-18','qYcqOnrdwgrNz', 'SU')
('SL04652-2022-11-02-7755','S324-3','TRzGYQ', 'UB')
('AC12058-2022-11-01-7805','A434-11','tkSjXn', 'SL')
('SL12058-2022-11-01-7596','S317-12','THrShW', 'LB')
('AC22517-2022-11-02-7901','A439-17','VcuvhFP', 'SL')
('AC22517-2022-11-02-7902','A439-18','XEQvlO', 'SU')
('SL22517-2022-11-02-7758','S324-6','CyHpjitRfI', 'UB')
('SL12058-2022-11-01-7597','S317-13','aF', 'MB')
('AC22517-2022-11-01-7831','A436-1','uoUuUdFbrzW', 'LB')
('SL04652-2022-11-01-7754','S324-2','JypOBZsi', 'MB')
('AC22517-2022-11-02-7912','A440-10','FmbXYbPQmvGkEz', 'UB')
('SL22517-2022-11-02-7785','S325-9','uh', 'LB')
('SL04652-2022-11-01-7779','S325-3','GkPFEIejmKwcbGc', 'UB')
('AC04652-2022-11-02-7870','A438-4','vqAt', 'UB')
('SL12058-2022-11-01-7622','S318-14','VOkKmDZaIH', 'UB')
('AC22517-2022-11-01-7855','A437-7','iVSJxW', 'LB')
('SL04652-2022-11-01-7784','S325-8','SHMiEzXWarg', 'SU')
('SL04652-2022-11-02-7798','S325-22','PqFQqFGjvG', 'UB')
('SL22517-2022-11-02-7795','S325-19','JGdzA', 'UB')
('SL22517-2022-11-01-7715','S322-11','lveEXLLXQbVCstgI', 'UB')
('SL22517-2022-11-02-7796','S325-20','LW', 'LB')
('SL22517-2022-11-02-7797','S325-21','rCbvLADeBWgVvmvz', 'MB')
('SL22517-2022-11-01-7720','S322-16','mX', 'SU')
('AC04652-2022-11-02-7885','A439-1','PPZigTJhplYISYj', 'LB')
('AC22517-2022-11-02-7944','A442-6','lRaiUNjLtzampsxG', 'SU')
('SL12058-2022-11-01-7651','S319-19','wAIhBmvUPbtG', 'UB')
('AC22517-2022-11-02-7962','A443-6','XQx', 'SU')
('AC12058-2022-11-01-7884','A438-18','YdogOWEodXky', 'SU')
('AC22517-2022-11-01-7908','A440-6','wfFPIDUFMpNOkmaN', 'SU')
('AC22517-2022-11-02-7985','A444-11','dhSZJTDZ', 'SL')
('SL04652-2022-11-01-7852','S328-4','oTQmT', 'LB')
('AC04652-2022-11-02-7931','A441-11','A', 'SL')
('AC04652-2022-11-01-8178','A455-6','gVx', 'SU')
('SL12058-2022-11-01-7691','S321-11','ylixjQPGWs', 'UB')
('SL22517-2022-11-02-7866','S328-18','ewVXKF', 'MB')
('SL22517-2022-11-02-7869','S328-21','iaAKpZDtH', 'MB')
('AC04652-2022-11-02-7952','A442-14','JYYxmTEwelea', 'LB')
('AC22517-2022-11-02-8006','A445-14','SKtaaBbZV', 'LB')
('AC12058-2022-11-01-7945','A442-7','ovvN', 'LB')
('SL22517-2022-11-01-7795','S325-19','JeuA', 'UB')
('AC22517-2022-11-02-8007','A445-15','W', 'UB')
('SL12058-2022-11-01-7714','S322-10','AbgVrcK', 'MB')
('SL04652-2022-11-02-7886','S329-14','IcrXeGnmx', 'UB')
('AC22517-2022-11-02-8012','A446-2','GZSUctidrbVBQgz', 'LB')
('SL22517-2022-11-02-7884','S329-12','Ez', 'LB')
('AC22517-2022-11-01-7947','A442-9','pii', 'UB')
('AC22517-2022-11-02-8022','A446-12','oRiRwSvTeA', 'SU')
('AC04652-2022-11-01-8218','A457-10','JJCepw', 'UB')
('AC22517-2022-11-01-7952','A442-14','tS', 'LB')
('AC04652-2022-11-01-8223','A457-15','fqoJWoglonvcX', 'UB')
('AC04652-2022-11-02-7980','A444-6','LRwEMq', 'SU')
('AC22517-2022-11-02-8031','A447-3','BJmXtIore', 'UB')
('SL12058-2022-11-01-7738','S323-10','FrbtpHyob', 'MB')
('SL22517-2022-11-01-7820','S326-20','pG', 'LB')
('AC12058-2022-11-01-7974','A443-18','nWtcY', 'SU')
('AC22517-2022-11-01-7966','A443-10','TQUyhNqNZkCpDkn', 'UB')
('AC04652-2022-11-01-8240','A458-14','kpQOoQLebegl', 'LB')
