('AC04652-2022-11-02-10','A1-10','yCMMMPySpqVv', 'UB')
('SL22517-2022-11-01-3276','S137-12','jipoggl', 'LB')
('SL04652-2022-11-01-3298','S138-10','UcEshcReAAjtju', 'MB')
('SL04652-2022-11-02-3222','S135-6','OGAvQ', 'UB')
('AC12058-2022-11-01-3272','A182-14','wGG', 'LB')
('SL04652-2022-11-02-3224','S135-8','ayMNETQtIiDiQ', 'SU')
('AC22517-2022-11-02-3329','A185-17','p', 'SL')
('AC04652-2022-11-01-3276','A182-18','LzTHXpXu', 'SU')
('SL22517-2022-11-02-3326','S139-14','dzallQxPFpBtaIB', 'UB')
('SL22517-2022-11-02-3327','S139-15','k', 'SL')
('SL12058-2022-11-01-3222','S135-6','HBuW', 'UB')
('SL12058-2022-11-01-3223','S135-7','pjF', 'SL')
('AC22517-2022-11-02-3343','A186-13','EasOCrhncs', 'LB')
('SL22517-2022-11-01-3288','S137-24','WgEG', 'SU')
('AC22517-2022-11-02-3345','A186-15','IXTjgfHSJhWYaGI', 'UB')
('AC22517-2022-11-02-3356','A187-8','NVC', 'LB')
('AC22517-2022-11-02-3357','A187-9','kvGmoXtyHxDdAAcR', 'UB')
('SL22517-2022-11-01-3298','S138-10','iVGAHmvcXKLHCdL', 'MB')
('SL22517-2022-11-01-3299','S138-11','CKy', 'UB')
('SL22517-2022-11-01-3300','S138-12','vEEW', 'LB')
('SL22517-2022-11-02-3341','S140-5','eANrF', 'MB')
('SL04652-2022-11-02-3248','S136-8','DfRwOhzEaAquqx', 'SU')
('SL12058-2022-11-01-3245','S136-5','Wyd', 'MB')
('SL04652-2022-11-01-3322','S139-10','XzmFqFBHjxMVXDy', 'MB')
('AC22517-2022-11-01-3163','A176-13','rbwEqaCyw', 'LB')
('AC22517-2022-11-02-3366','A187-18','IiftFxuaoN', 'SU')
('SL04652-2022-11-02-3250','S136-10','jLZWLqNWqXJ', 'MB')
('AC22517-2022-11-02-3368','A188-2','qFM', 'LB')
('AC22517-2022-11-01-3165','A176-15','gDGIFvjrnUCcU', 'UB')
('SL04652-2022-11-01-3328','S139-16','F', 'SU')
('AC04652-2022-11-02-3270','A182-12','vClcSzDPQNUnX', 'SU')
('SL22517-2022-11-01-3310','S138-22','QBswAneqp', 'UB')
('AC04652-2022-11-02-3272','A182-14','iT', 'LB')
('SL04652-2022-11-02-3257','S136-17','BOIGDlisDWmy', 'LB')
('AC04652-2022-11-01-3314','A185-2','TaBukrXb', 'LB')
('SL04652-2022-11-02-3262','S136-22','qDKrAL', 'UB')
('SL04652-2022-11-02-3263','S136-23','PlsJTWgaGFjnM', 'SL')
('SL12058-2022-11-01-3261','S136-21','uy', 'MB')
('SL22517-2022-11-02-3362','S141-2','jLVghv', 'MB')
('SL12058-2022-11-01-3264','S136-24','nHSETASeCBnETwRf', 'SU')
('SL22517-2022-11-02-3365','S141-5','tIEC', 'MB')
('SL04652-2022-11-01-3336','S139-24','T', 'SU')
('SL04652-2022-11-01-3337','S140-1','WIWWOsWNCOCZgh', 'LB')
('AC22517-2022-11-01-3179','A177-11','zCviaFaPsMoMH', 'SL')
('SL22517-2022-11-01-3320','S139-8','lkAnsKHxiInfk', 'SU')
('SL22517-2022-11-01-3321','S139-9','VQRYuR', 'LB')
('SL22517-2022-11-02-3368','S141-8','IUg', 'SU')
('AC04652-2022-11-02-3288','A183-12','WEPNQcB', 'SU')
('AC04652-2022-11-02-3291','A183-15','aZYzRzaWXuu', 'UB')
('SL22517-2022-11-01-3333','S139-21','qYfQpEJNLdmgyhkZ', 'MB')
('AC04652-2022-11-01-3335','A186-5','NvGPBqIIQyamcR', 'SL')
('SL04652-2022-11-01-3355','S140-19','bZRHR', 'UB')
('SL22517-2022-11-02-3381','S141-21','rBNBNZPjhis', 'MB')
('AC12058-2022-11-01-3335','A186-5','fEHTmkLLde', 'SL')
('AC22517-2022-11-01-3202','A178-16','GFQkAnCMUaYKeoo', 'UB')
('SL22517-2022-11-01-3342','S140-6','JosTjRRMde', 'UB')
('AC04652-2022-11-02-3303','A184-9','cNIuTkALAV', 'UB')
('AC12058-2022-11-01-3342','A186-12','R', 'SU')
('SL04652-2022-11-01-3368','S141-8','sRGpcaLKz', 'SU')
('AC04652-2022-11-01-3355','A187-7','DCoAHyfWP', 'LB')
('SL22517-2022-11-01-3355','S140-19','poU', 'UB')
('SL22517-2022-11-01-3356','S140-20','y', 'LB')
('SL04652-2022-11-01-3378','S141-18','PbznTvcepjKSu', 'MB')
('AC12058-2022-11-01-3356','A187-8','zKBCaqFjsDgTnffs', 'LB')
('SL04652-2022-11-01-3388','S142-4','lQBpY', 'LB')
('AC22517-2022-11-02-3422','A191-2','izoUmyRUbLTBN', 'LB')
('AC22517-2022-11-02-3423','A191-3','ziCajo', 'UB')
('AC04652-2022-11-01-3375','A188-9','Pa', 'UB')
('SL04652-2022-11-02-3310','S138-22','aiKlVGeC', 'UB')
('SL04652-2022-11-01-3401','S142-17','xpY', 'LB')
('AC22517-2022-11-01-3230','A180-8','TafT', 'LB')
('AC22517-2022-11-02-3434','A191-14','IirhjbdnHtcmUdEL', 'LB')
('AC22517-2022-11-02-3439','A192-1','Eml', 'LB')
('SL04652-2022-11-02-3323','S139-11','qJTFXCKlBwMTEIVM', 'UB')
('AC22517-2022-11-02-3444','A192-6','yP', 'SU')
('AC22517-2022-11-02-3445','A192-7','aQLFHOIVOEUyXekU', 'LB')
('SL12058-2022-11-01-3333','S139-21','abFYgkHOzBBtY', 'MB')
('SL04652-2022-11-01-3413','S143-5','CQgxwFWLWqdh', 'MB')
('SL22517-2022-11-01-3388','S142-4','lqUc', 'LB')
('AC22517-2022-11-02-3449','A192-11','rBMypdAzsMm', 'SL')
('SL04652-2022-11-02-3327','S139-15','cqqzwrnLEtH', 'SL')
('SL22517-2022-11-01-3390','S142-6','vjJiSyh', 'UB')
('SL12058-2022-11-01-3338','S140-2','LdgyWWZVkRsMYJsB', 'MB')
('AC04652-2022-11-01-3397','A189-13','vPSZ', 'LB')
('AC04652-2022-11-02-3348','A186-18','uzQphAGEVbDWs', 'SU')
('AC12058-2022-11-01-3389','A189-5','JxEDus', 'SL')
('AC22517-2022-11-01-3246','A181-6','fKFQeGceWrGmiivx', 'SU')
('AC22517-2022-11-01-3247','A181-7','xcEGgPpgETYLsE', 'LB')
('AC12058-2022-11-01-3392','A189-8','XLoEvA', 'LB')
('AC22517-2022-11-02-3457','A193-1','YLmzyFFj', 'LB')
('SL04652-2022-11-02-3345','S140-9','zheGB', 'LB')
('SL04652-2022-11-02-3346','S140-10','U', 'MB')
('SL22517-2022-11-02-3453','S144-21','NyPfvOfaocRugRA', 'MB')
('AC22517-2022-11-02-3469','A193-13','fsOPFqmlGd', 'LB')
('SL04652-2022-11-01-3434','S144-2','Xgb', 'MB')
('SL04652-2022-11-01-3435','S144-3','OHKBHVkYINpvSRkN', 'UB')
('AC04652-2022-11-01-3411','A190-9','aIdddUrvOVBehna', 'UB')
('AC12058-2022-11-01-3406','A190-4','fhxWYf', 'UB')
('SL04652-2022-11-02-3353','S140-17','nThl', 'LB')
('AC22517-2022-11-01-3261','A182-3','barnVPDLMGXpcRm', 'UB')
('SL22517-2022-11-01-3412','S143-4','cazXzDF', 'LB')
('AC12058-2022-11-01-3410','A190-8','faVdnJZLWnbq', 'LB')
('SL04652-2022-11-02-3355','S140-19','EZwTRrXpqS', 'UB')
('SL04652-2022-11-01-3440','S144-8','LeH', 'SU')
('AC04652-2022-11-01-3418','A190-16','cQPNPhfxObwIxmn', 'UB')
('AC04652-2022-11-01-3421','A191-1','yMcCmCQbz', 'LB')
('SL12058-2022-11-01-3363','S141-3','CHOMmaCS', 'UB')
('SL12058-2022-11-01-3366','S141-6','nWnVTufyOa', 'UB')
('SL12058-2022-11-01-3367','S141-7','ESQDdVExwYq', 'SL')
('SL04652-2022-11-01-3447','S144-15','OgVeJDWAF', 'SL')
('SL22517-2022-11-02-3472','S145-16','weRvta', 'SU')
('SL12058-2022-11-01-3370','S141-10','zOxvLnXUoWVIt', 'MB')
('SL12058-2022-11-01-3371','S141-11','ZbhPHCpQsnLXBIC', 'UB')
('AC04652-2022-11-01-3430','A191-10','jpajPVcmiHUm', 'UB')
('SL22517-2022-11-02-3486','S146-6','fYk', 'UB')
('AC12058-2022-11-01-3439','A192-1','IuNHpzhEl', 'LB')
('AC22517-2022-11-02-3506','A195-14','ghcHkRKcPyL', 'LB')
('AC04652-2022-11-01-3447','A192-9','B', 'UB')
('SL22517-2022-11-02-3494','S146-14','dQiinKohnjc', 'UB')
('SL22517-2022-11-01-3436','S144-4','UPVwrT', 'LB')
('AC04652-2022-11-02-3387','A189-3','nXjhOMJaWHbuHLZ', 'UB')
('AC22517-2022-11-01-3288','A183-12','mEitiIfpH', 'SU')
('SL12058-2022-11-01-3398','S142-14','EWWdqASdeCKFRi', 'UB')
('SL04652-2022-11-02-3391','S142-7','HOvN', 'SL')
('AC04652-2022-11-01-3456','A192-18','CMJThIftSskC', 'SU')
('AC22517-2022-11-01-3291','A183-15','gAlJA', 'UB')
('SL22517-2022-11-01-3442','S144-10','TwVbmod', 'MB')
('AC12058-2022-11-01-3479','A194-5','uKQIUqyLwGNWU', 'SL')
('AC22517-2022-11-01-3315','A185-3','xSygbwvXpcs', 'UB')
('SL12058-2022-11-01-3429','S143-21','fIRFvWulFSj', 'MB')
('SL04652-2022-11-01-3498','S146-18','vjUmsJ', 'MB')
('AC22517-2022-11-01-3318','A185-6','lilQJL', 'SU')
('SL04652-2022-11-01-3499','S146-19','pjVmbmElWk', 'UB')
('AC22517-2022-11-01-3319','A185-7','tSFfr', 'LB')
('SL22517-2022-11-01-3475','S145-19','PKPmGZgIdCtfMG', 'UB')
('AC22517-2022-11-02-3546','A197-18','mQ', 'SU')
('SL22517-2022-11-02-3542','S148-14','wFWQMyiBIbiUZ', 'UB')
('SL12058-2022-11-01-3434','S144-2','UDsfhBZOWprqs', 'MB')
('SL04652-2022-11-01-3508','S147-4','fIPB', 'LB')
('AC22517-2022-11-01-3324','A185-12','CvLetHPGmDsevHO', 'SU')
('SL12058-2022-11-01-3439','S144-7','KyyuGNYQDoi', 'SL')
('AC04652-2022-11-02-3424','A191-4','Hyh', 'UB')
('AC04652-2022-11-01-3503','A195-11','XIiuB', 'SL')
('SL22517-2022-11-02-3552','S148-24','ipqfpTuvvvdxBzfk', 'SU')
('SL22517-2022-11-01-3482','S146-2','ZOHM', 'MB')
('SL12058-2022-11-01-3446','S144-14','Se', 'UB')
('AC04652-2022-11-01-3507','A195-15','wjSskFjsjNHV', 'UB')
('AC22517-2022-11-02-3553','A198-7','MWyvChp', 'LB')
('SL04652-2022-11-02-3431','S143-23','mOXoLLdMWu', 'SL')
('AC12058-2022-11-01-3497','A195-5','TjrcqFOzkMGSjc', 'SL')
('SL22517-2022-11-02-3570','S149-18','XEApZvGDvxs', 'MB')
('AC04652-2022-11-01-3521','A196-11','JEYpYC', 'SL')
('AC04652-2022-11-01-3522','A196-12','jIClitMslbKrbQOe', 'SU')
('AC12058-2022-11-01-3507','A195-15','aDX', 'UB')
('SL04652-2022-11-02-3442','S144-10','mCZh', 'MB')
('AC04652-2022-11-01-3529','A197-1','v', 'LB')
('SL12058-2022-11-01-3464','S145-8','EVycayXTNIm', 'SU')
('SL22517-2022-11-02-3579','S150-3','TlpCvzrXbqyJvglm', 'UB')
('SL22517-2022-11-02-3580','S150-4','Nh', 'LB')
('SL22517-2022-11-02-3581','S150-5','rUc', 'MB')
('SL12058-2022-11-01-3467','S145-11','dHIeM', 'UB')
('AC12058-2022-11-01-3516','A196-6','PjL', 'SU')
('AC22517-2022-11-01-3349','A187-1','Rnebz', 'LB')
('SL12058-2022-11-01-3471','S145-15','k', 'SL')
('SL04652-2022-11-02-3453','S144-21','NITTAjIMCZyXJS', 'MB')
('SL22517-2022-11-01-3512','S147-8','YhxA', 'SU')
('AC22517-2022-11-02-3587','A200-5','ofHung', 'SL')
('SL22517-2022-11-01-3513','S147-9','qm', 'LB')
('SL22517-2022-11-01-3515','S147-11','m', 'UB')
('SL04652-2022-11-02-3457','S145-1','VWPI', 'LB')
('SL04652-2022-11-01-3551','S148-23','LUwjgelmeCImc', 'SL')
('AC12058-2022-11-01-3532','A197-4','yqP', 'UB')
('SL12058-2022-11-01-3483','S146-3','AUQBXOUWAXqkpOph', 'UB')
('AC12058-2022-11-01-3541','A197-13','GEljXkWXRd', 'LB')
('AC22517-2022-11-01-3368','A188-2','hyEzBsrGP', 'LB')
('AC12058-2022-11-01-3544','A197-16','FmeQVAUIUAAJmwIz', 'UB')
('SL22517-2022-11-02-3613','S151-13','nhsXNgO', 'MB')
('AC04652-2022-11-01-3550','A198-4','PFnTGEHyoVx', 'UB')
('AC22517-2022-11-01-3376','A188-10','PIlxsoo', 'UB')
('SL04652-2022-11-01-3565','S149-13','OkhACabNs', 'MB')
('AC12058-2022-11-01-3555','A198-9','iGCqDwYDn', 'UB')
('SL04652-2022-11-02-3475','S145-19','JhAb', 'UB')
('SL22517-2022-11-01-3534','S148-6','Ze', 'UB')
('SL22517-2022-11-01-3582','S150-6','GndQJqlsDNzwYKMl', 'UB')
('SL22517-2022-11-02-3645','S152-21','ESqyjSwbfNiP', 'MB')
('AC04652-2022-11-01-3589','A200-7','gnUZbCKNBWFxaRp', 'LB')
('SL12058-2022-11-01-3545','S148-17','uCJzOSvqwbBkbHH', 'LB')
('AC22517-2022-11-01-3425','A191-5','IiKDcu', 'SL')
('AC22517-2022-11-01-3426','A191-6','ZHasBrujIvxea', 'SU')
('SL22517-2022-11-02-3656','S153-8','rSxIEsU', 'SU')
('SL22517-2022-11-01-3588','S150-12','ZLeRKvLV', 'LB')
('AC04652-2022-11-02-3518','A196-8','rFljsoj', 'LB')
('SL04652-2022-11-02-3522','S147-18','ZJXcqpBKMzhA', 'MB')
('SL04652-2022-11-01-3606','S151-6','gczzfdaXAU', 'UB')
('AC22517-2022-11-02-3654','A203-18','qjOdathLoPmyuB', 'SU')
('SL04652-2022-11-02-3525','S147-21','ztcOZQyQJdGp', 'MB')
('AC22517-2022-11-02-3657','A204-3','CuPYYSH', 'UB')
('SL04652-2022-11-02-3526','S147-22','wVqCxjDzN', 'UB')
('AC12058-2022-11-01-3616','A201-16','qygF', 'UB')
('AC12058-2022-11-01-3617','A201-17','bypsQqKNg', 'SL')
('SL04652-2022-11-02-3528','S147-24','AuDGKfBkt', 'SU')
('AC22517-2022-11-01-3439','A192-1','oJEx', 'LB')
('SL12058-2022-11-01-3568','S149-16','ZpOU', 'SU')
('AC04652-2022-11-02-3536','A197-8','oLZ', 'LB')
('AC04652-2022-11-02-3537','A197-9','zhIQJc', 'UB')
('AC04652-2022-11-01-3613','A201-13','bVXRSCYeoi', 'LB')
('SL22517-2022-11-02-3677','S154-5','aojOaTZk', 'MB')
('AC22517-2022-11-02-3669','A204-15','nVAKuBjSx', 'UB')
('SL12058-2022-11-01-3574','S149-22','rdriaRaZvhdQlv', 'UB')
('AC04652-2022-11-02-3549','A198-3','gOSDjM', 'UB')
('SL04652-2022-11-01-3630','S152-6','nztyLsNtY', 'UB')
('AC22517-2022-11-01-3456','A192-18','iMfluogbllr', 'SU')
('SL22517-2022-11-02-3687','S154-15','xQ', 'SL')
('AC04652-2022-11-01-3621','A202-3','eBcSuIzH', 'UB')
('AC22517-2022-11-02-3691','A206-1','df', 'LB')
('AC04652-2022-11-02-3560','A198-14','sGjdLrhEC', 'LB')
('SL22517-2022-11-02-3695','S154-23','kmYYGiCPJduSyfvR', 'SL')
('SL12058-2022-11-01-3606','S151-6','aoCtpt', 'UB')
('SL12058-2022-11-01-3607','S151-7','yFbbkTahvweOglSb', 'SL')
('SL22517-2022-11-01-3635','S152-11','yZUZG', 'UB')
('SL22517-2022-11-02-3707','S155-11','chxCxGNEdgg', 'UB')
('AC22517-2022-11-01-3493','A195-1','qRPlx', 'LB')
('SL04652-2022-11-01-3658','S153-10','kpDCjj', 'MB')
('SL22517-2022-11-02-3716','S155-20','vda', 'LB')
('AC12058-2022-11-01-3670','A204-16','DMJCblqDUzfNEs', 'UB')
('SL04652-2022-11-01-3661','S153-13','Tfd', 'MB')
('AC04652-2022-11-02-3587','A200-5','QYRqV', 'SL')
('SL12058-2022-11-01-3629','S152-5','XssAzxZG', 'MB')
('AC22517-2022-11-01-3509','A195-17','bWllmJtZIKhSv', 'SL')
('SL22517-2022-11-01-3652','S153-4','lEwuXf', 'LB')
('SL04652-2022-11-01-3670','S153-22','QqVE', 'UB')
('SL22517-2022-11-02-3726','S156-6','NiZVTuwx', 'UB')
('SL04652-2022-11-02-3594','S150-18','BDHMO', 'MB')
('AC12058-2022-11-01-3681','A205-9','xPCpUwe', 'UB')
('SL22517-2022-11-01-3656','S153-8','OmUYeKQWnMfVIc', 'SU')
('SL22517-2022-11-02-3735','S156-15','aRccu', 'SL')
('SL22517-2022-11-01-3659','S153-11','wltEewF', 'UB')
('SL22517-2022-11-01-3660','S153-12','L', 'LB')
('SL12058-2022-11-01-3644','S152-20','AXFYYUgZk', 'LB')
('SL04652-2022-11-01-3686','S154-14','QCq', 'UB')
('AC04652-2022-11-02-3601','A201-1','dVg', 'LB')
('AC12058-2022-11-01-3719','A207-11','klqqrIcDdoTqd', 'SL')
('AC04652-2022-11-01-3696','A206-6','MectJiEmmAGUTaG', 'SU')
('AC22517-2022-11-02-3824','A213-8','WQ', 'LB')
('SL12058-2022-11-01-3706','S155-10','S', 'MB')
('AC04652-2022-11-01-3743','A208-17','WAd', 'SL')
('AC22517-2022-11-01-3586','A200-4','mxOuhinmUoSY', 'UB')
('AC22517-2022-11-01-3588','A200-6','JFHKUIEqHMLxuyGq', 'SU')
('AC22517-2022-11-01-3590','A200-8','NMxKdbmnbCfitW', 'LB')
('SL22517-2022-11-02-3814','S159-22','iUbYKlNxfVJ', 'UB')
('AC22517-2022-11-02-3837','A214-3','ksMTKWnYadbQMV', 'UB')
('SL12058-2022-11-01-3716','S155-20','FV', 'LB')
('SL04652-2022-11-02-3691','S154-19','ryagBTHJxyjrbAX', 'UB')
('SL22517-2022-11-02-3817','S160-1','zXsHnHryENe', 'LB')
('SL22517-2022-11-02-3818','S160-2','qWQLvEApa', 'MB')
('AC04652-2022-11-02-3680','A205-8','pnnMLPLjzfNZsS', 'LB')
('AC22517-2022-11-01-3635','A202-17','rHIIOPgcNOjf', 'SL')
('SL22517-2022-11-02-3868','S162-4','kyssNWBHg', 'LB')
('AC22517-2022-11-02-3892','A217-4','kIqidIjz', 'UB')
('AC22517-2022-11-01-3653','A203-17','OEfwuicLGHK', 'SL')
('SL22517-2022-11-02-3869','S162-5','ia', 'MB')
('SL22517-2022-11-02-3870','S162-6','SKGmdEArQQy', 'UB')
('AC12058-2022-11-01-3816','A212-18','KmVTbyQZf', 'SU')
('SL04652-2022-11-01-3835','S160-19','srdRGlnnQV', 'UB')
('AC12058-2022-11-01-3821','A213-5','IihWFtky', 'SL')
('SL22517-2022-11-01-3807','S159-15','vH', 'SL')
('AC04652-2022-11-02-3753','A209-9','zLTHImYIqd', 'UB')
('SL04652-2022-11-02-3752','S157-8','qnqHfbrNIfD', 'SU')
('AC04652-2022-11-01-3857','A215-5','oBPIRfSUbOtqIHGU', 'SL')
('SL04652-2022-11-02-3768','S157-24','wduRrOMv', 'SU')
('SL22517-2022-11-01-3824','S160-8','GTguHIRdZ', 'SU')
('SL04652-2022-11-01-3843','S161-3','JiyRRcJx', 'UB')
('SL04652-2022-11-02-3772','S158-4','o', 'LB')
('AC04652-2022-11-02-3794','A211-14','S', 'LB')
('AC22517-2022-11-02-3942','A219-18','qpkBFrVPEx', 'SU')
('SL22517-2022-11-01-3858','S161-18','oIFVmn', 'MB')
('SL12058-2022-11-01-3824','S160-8','wBZGQJZsZsPCW', 'SU')
('AC04652-2022-11-02-3796','A211-16','wFUrcGkQHLYvi', 'UB')
('AC04652-2022-11-01-3901','A217-13','XPbjuHYDHe', 'LB')
('AC12058-2022-11-01-3870','A215-18','NlOzHFsmQJgJvZ', 'SU')
('AC22517-2022-11-01-3705','A206-15','PAZUMJBZdGKtsRH', 'UB')
('SL22517-2022-11-02-3940','S165-4','uS', 'LB')
('AC22517-2022-11-01-3713','A207-5','EqF', 'SL')
('AC04652-2022-11-02-3805','A212-7','AKoWwS', 'LB')
('SL04652-2022-11-01-3881','S162-17','jiMFZZUPfCG', 'LB')
('SL04652-2022-11-01-3885','S162-21','bxOecmxeFU', 'MB')
('SL04652-2022-11-01-3887','S162-23','xlQhjqxDBUB', 'SL')
('AC12058-2022-11-01-3891','A217-3','TcEOsBVcfMqezBiE', 'UB')
('AC04652-2022-11-01-3917','A218-11','mn', 'SL')
('SL12058-2022-11-01-3840','S160-24','YCqOZbIOWG', 'SU')
('AC12058-2022-11-01-3898','A217-10','cLjqMbTs', 'UB')
('SL22517-2022-11-01-3881','S162-17','zNPu', 'LB')
('AC22517-2022-11-02-3967','A221-7','noNyOOQwGtHMH', 'LB')
('AC12058-2022-11-01-3900','A217-12','MdmBFeyIurHGTyM', 'SU')
('SL22517-2022-11-02-3962','S166-2','ZzQcvHC', 'MB')
('SL22517-2022-11-01-3883','S162-19','Rk', 'UB')
('AC04652-2022-11-01-3925','A219-1','LfTYnzgHBSw', 'LB')
('AC04652-2022-11-02-3828','A213-12','pca', 'SU')
('AC04652-2022-11-01-3930','A219-6','jBVnbfnfAasAOi', 'SU')
('SL22517-2022-11-01-3891','S163-3','IulADqmLtPAHU', 'UB')
('AC22517-2022-11-02-3975','A221-15','b', 'UB')
('AC04652-2022-11-01-3933','A219-9','ku', 'UB')
('SL22517-2022-11-02-4008','S167-24','c', 'SU')
('AC04652-2022-11-02-3870','A215-18','mNvjlRREAvom', 'SU')
('SL22517-2022-11-02-4014','S168-6','WNieAXAhbFVAkBZV', 'UB')
('SL22517-2022-11-02-4015','S168-7','bnDw', 'SL')
('AC12058-2022-11-01-3952','A220-10','QyEMhncl', 'UB')
('SL22517-2022-11-01-3946','S165-10','jzNjULwnH', 'MB')
('AC22517-2022-11-01-3773','A210-11','cyDGi', 'SL')
('SL22517-2022-11-02-4021','S168-13','ufztxfSVT', 'MB')
('AC12058-2022-11-01-3956','A220-14','Bt', 'LB')
('SL12058-2022-11-01-3903','S163-15','kBhPahaYsEpZlYb', 'SL')
('SL04652-2022-11-02-3875','S162-11','dQbLPXvBgd', 'UB')
('AC04652-2022-11-02-3883','A216-13','oZUUmzInHwnqpFR', 'LB')
('AC22517-2022-11-01-3778','A210-16','Oq', 'UB')
('AC12058-2022-11-01-4004','A223-8','td', 'LB')
('SL22517-2022-11-02-4078','S170-22','jeBWcdd', 'UB')
('AC22517-2022-11-01-3833','A213-17','dxDRPCAgM', 'SL')
('SL12058-2022-11-01-3961','S166-1','flxQKuBmy', 'LB')
('AC04652-2022-11-02-3937','A219-13','ubFJiB', 'LB')
('AC22517-2022-11-01-3835','A214-1','kGaHfZmrdJSlH', 'LB')
('AC12058-2022-11-01-4006','A223-10','KQXmWuGvLiboqq', 'UB')
('AC22517-2022-11-01-3838','A214-4','NlYWpKHQio', 'UB')
('SL12058-2022-11-01-3980','S166-20','wBsFYRCKAOwqmC', 'LB')
('AC22517-2022-11-02-4106','A229-2','ldwgMoITEYIgIz', 'LB')
('SL12058-2022-11-01-3982','S166-22','R', 'UB')
('SL04652-2022-11-01-4017','S168-9','lVMJYmuHKcC', 'LB')
('AC22517-2022-11-02-4108','A229-4','XMnvaPC', 'UB')
('SL22517-2022-11-02-4098','S171-18','YWuKKiRtskyor', 'MB')
('AC22517-2022-11-01-3854','A215-2','YpOHTz', 'LB')
('SL22517-2022-11-02-4100','S171-20','vLtkRSzD', 'LB')
('SL22517-2022-11-01-4035','S169-3','ymozjpRLnkLzw', 'UB')
('SL04652-2022-11-02-3945','S165-9','DeQMoawGhee', 'LB')
('SL04652-2022-11-02-3946','S165-10','ZNUiKGaEPbo', 'MB')
('SL12058-2022-11-01-3996','S167-12','fumcFaoiBR', 'LB')
('SL04652-2022-11-01-4028','S168-20','CH', 'LB')
('AC04652-2022-11-01-4064','A226-14','quFxlWkznzJ', 'LB')
('SL04652-2022-11-01-4031','S168-23','pkzbrQfesd', 'SL')
('SL04652-2022-11-01-4034','S169-2','uOtGJQaCoz', 'MB')
('SL22517-2022-11-02-4116','S172-12','eKFHp', 'LB')
('SL04652-2022-11-02-4009','S168-1','kuvLW', 'LB')
('SL04652-2022-11-01-4093','S171-13','PYUauZmLqXuEA', 'MB')
('SL22517-2022-11-01-4099','S171-19','RnPel', 'UB')
('AC04652-2022-11-02-4028','A224-14','xGhyhR', 'LB')
('SL22517-2022-11-02-4217','S176-17','nORfYZYYSeuoOXlc', 'LB')
('SL22517-2022-11-01-4139','S173-11','r', 'UB')
('SL22517-2022-11-02-4219','S176-19','ROCmZKA', 'UB')
('AC12058-2022-11-01-4132','A230-10','PvlF', 'UB')
('AC12058-2022-11-01-4133','A230-11','NpPkaeZbdReYELzP', 'SL')
('AC22517-2022-11-02-4224','A235-12','HVgJWDDBR', 'SU')
('SL22517-2022-11-02-4223','S176-23','AyLLwOtAVlRE', 'SL')
('SL22517-2022-11-01-4145','S173-17','yHXHyuSFULn', 'LB')
('SL22517-2022-11-01-4146','S173-18','gHNBpDwjSeiSCnK', 'MB')
('SL12058-2022-11-01-4121','S172-17','SGwKAQaz', 'LB')
('AC12058-2022-11-01-4144','A231-4','RYbKOoKAfwR', 'UB')
('SL04652-2022-11-02-4059','S170-3','pSxm', 'UB')
('SL04652-2022-11-02-4060','S170-4','PkxFqULi', 'LB')
('AC12058-2022-11-01-4150','A231-10','tSGyzgXVRgNntDZh', 'UB')
('SL22517-2022-11-02-4228','S177-4','wGZQDunDPWlqzh', 'LB')
('SL12058-2022-11-01-4132','S173-4','KItzAQwjYRKbuH', 'LB')
('SL12058-2022-11-01-4137','S173-9','iDueEQdrcXq', 'LB')
('AC04652-2022-11-01-4205','A234-11','CFXHiMQuYINd', 'SL')
('SL22517-2022-11-01-4159','S174-7','gVQbQdtYEUKZZr', 'SL')
('SL04652-2022-11-01-4161','S174-9','Int', 'LB')
('AC04652-2022-11-01-4211','A234-17','uTMFpqBZGYigBAHH', 'SL')
('SL22517-2022-11-02-4236','S177-12','EnapwKvg', 'LB')
('SL12058-2022-11-01-4145','S173-17','pEqhyuG', 'LB')
('AC12058-2022-11-01-4165','A232-7','klIrrLDmq', 'LB')
('AC12058-2022-11-01-4191','A233-15','KSwLTcsHbUMTvtug', 'UB')
('SL04652-2022-11-01-4198','S175-22','DCkJ', 'UB')
('SL04652-2022-11-01-4200','S175-24','aoUxtT', 'SU')
('AC04652-2022-11-02-4136','A230-14','DAnx', 'LB')
('SL22517-2022-11-01-4212','S176-12','AEHf', 'LB')
('SL04652-2022-11-01-4222','S176-22','TEUMdVQFmUHakti', 'UB')
('AC04652-2022-11-01-4259','A237-11','PlwCBabNvitnkMK', 'SL')
('SL22517-2022-11-01-4216','S176-16','oEV', 'SU')
('SL22517-2022-11-01-4217','S176-17','SEq', 'LB')
('AC22517-2022-11-02-4299','A239-15','tyq', 'UB')
('AC22517-2022-11-02-4326','A241-6','JyuhVbLV', 'SU')
('SL12058-2022-11-01-4237','S177-13','idTNktjsTXgOHC', 'MB')
('SL22517-2022-11-02-4345','S182-1','XR', 'LB')
('SL04652-2022-11-02-4192','S175-16','k', 'SU')
('AC22517-2022-11-01-4114','A229-10','ahIZe', 'UB')
('AC04652-2022-11-02-4218','A235-6','SsUPtxqz', 'SU')
('AC04652-2022-11-01-4312','A240-10','JTjo', 'UB')
('SL04652-2022-11-01-4286','S179-14','ylUlteJDg', 'UB')
('AC04652-2022-11-01-4318','A240-16','wNheyCPDC', 'UB')
